,session,code,group,id_in_group,round,arrival,choice,certainty,bonus,strategy,simple,cutoff,fault,payoff
546,px95dqer,socxm37u,16,1,16,8.4,1.0,0.99,-9.21,,,,,7.809999999999992
547,px95dqer,b53k1epx,16,2,16,8.5,0.0,0.75,-2.77,,,,,8.079999999999991
548,px95dqer,socxm37u,16,1,17,8.4,1.0,0.875,-4.16,,,,,7.809999999999992
549,px95dqer,b53k1epx,16,2,17,8.5,0.0,0.75,-2.77,,,,,8.079999999999991
550,px95dqer,socxm37u,16,1,18,8.2,1.0,0.99,-0.01,,,,,7.809999999999992
551,px95dqer,b53k1epx,16,2,18,8.1,1.0,0.99,-0.01,,,,,8.079999999999991
552,px95dqer,socxm37u,16,1,19,8.2,1.0,0.99,-0.01,,,,,7.809999999999992
553,px95dqer,b53k1epx,16,2,19,8.3,1.0,0.99,-0.01,,,,,8.079999999999991
554,px95dqer,socxm37u,16,1,20,9.0,0.0,0.75,-2.77,,,,,7.809999999999992
555,px95dqer,b53k1epx,16,2,20,8.5,1.0,0.75,-2.77,,,,,8.079999999999991
556,px95dqer,socxm37u,16,1,21,8.3,1.0,0.99,-0.01,,,,,7.809999999999992
557,px95dqer,b53k1epx,16,2,21,8.2,1.0,0.99,-0.01,,,,,8.079999999999991
558,px95dqer,socxm37u,16,1,22,8.5,1.0,0.75,-2.77,,,,,7.809999999999992
559,px95dqer,b53k1epx,16,2,22,9.0,0.0,0.625,-1.96,,,,,8.079999999999991
560,px95dqer,socxm37u,16,1,23,8.2,1.0,0.99,-0.01,,,,,7.809999999999992
561,px95dqer,b53k1epx,16,2,23,8.3,1.0,0.99,-0.01,,,,,8.079999999999991
562,px95dqer,socxm37u,16,1,24,8.4,1.0,0.875,-0.13,,,,,7.809999999999992
563,px95dqer,b53k1epx,16,2,24,8.5,1.0,0.5,-0.69,,,,,8.079999999999991
564,px95dqer,socxm37u,16,1,25,8.2,1.0,0.99,-0.01,,,,,7.809999999999992
565,px95dqer,b53k1epx,16,2,25,8.1,1.0,0.99,-0.01,,,,,8.079999999999991
566,px95dqer,socxm37u,16,1,26,8.1,1.0,0.99,-0.01,,,,,7.809999999999992
567,px95dqer,b53k1epx,16,2,26,8.0,1.0,0.99,-0.01,,,,,8.079999999999991
568,px95dqer,socxm37u,16,1,27,8.2,1.0,0.99,-0.01,,,,,7.809999999999992
569,px95dqer,b53k1epx,16,2,27,8.3,1.0,0.99,-0.01,,,,,8.079999999999991
570,px95dqer,socxm37u,16,1,28,8.4,1.0,0.75,-0.29,,,,,7.809999999999992
571,px95dqer,b53k1epx,16,2,28,8.5,1.0,0.5,-0.69,,,,,8.079999999999991
572,px95dqer,socxm37u,16,1,29,8.1,1.0,0.99,-0.01,,,,,7.809999999999992
573,px95dqer,b53k1epx,16,2,29,8.2,1.0,0.99,-0.01,,,,,8.079999999999991
574,px95dqer,socxm37u,16,1,30,8.2,1.0,0.99,-0.01,Always canteen at 8:40 or below. Learn the pattern of your colleague and trust same actions,1.0,8.5,,7.809999999999992
575,px95dqer,b53k1epx,16,2,30,8.1,1.0,0.99,-0.01,Don't really know..    I should have follow more my teammate,1.0,8.5,,8.079999999999991
576,px95dqer,jwzifpcw,17,1,1,9.0,0.0,0.75,-0.58,,,,,19.11
577,px95dqer,bufvlp2i,17,2,1,9.1,0.0,0.99,-0.02,,,,,23.14
578,px95dqer,jwzifpcw,17,1,2,9.0,0.0,0.875,-0.27,,,,,19.11
579,px95dqer,bufvlp2i,17,2,2,9.1,0.0,0.99,-0.02,,,,,23.14
580,px95dqer,jwzifpcw,17,1,3,8.5,0.0,0.625,-0.94,,,,,19.11
581,px95dqer,bufvlp2i,17,2,3,9.0,0.0,0.99,-0.02,,,,,23.14
582,px95dqer,jwzifpcw,17,1,4,8.4,1.0,0.99,-0.01,,,,,19.11
583,px95dqer,bufvlp2i,17,2,4,8.3,1.0,0.99,-0.01,,,,,23.14
584,px95dqer,jwzifpcw,17,1,5,8.3,1.0,0.99,-0.01,,,,,19.11
585,px95dqer,bufvlp2i,17,2,5,8.2,1.0,0.99,-0.01,,,,,23.14
586,px95dqer,jwzifpcw,17,1,6,9.0,0.0,0.75,-0.58,,,,,19.11
587,px95dqer,bufvlp2i,17,2,6,8.5,0.0,0.75,-0.58,,,,,23.14
588,px95dqer,jwzifpcw,17,1,7,8.2,1.0,0.99,-0.01,,,,,19.11
589,px95dqer,bufvlp2i,17,2,7,8.3,1.0,0.99,-0.01,,,,,23.14
590,px95dqer,jwzifpcw,17,1,8,8.1,1.0,0.99,-0.01,,,,,19.11
591,px95dqer,bufvlp2i,17,2,8,8.2,1.0,0.99,-0.01,,,,,23.14
592,px95dqer,jwzifpcw,17,1,9,8.5,0.0,0.75,-0.58,,,,,19.11
593,px95dqer,bufvlp2i,17,2,9,9.0,0.0,0.99,-0.02,,,,,23.14
594,px95dqer,jwzifpcw,17,1,10,9.0,0.0,0.875,-0.27,,,,,19.11
595,px95dqer,bufvlp2i,17,2,10,9.1,0.0,0.99,-0.02,,,,,23.14
596,px95dqer,jwzifpcw,17,1,11,8.5,0.0,0.75,-2.77,,,,,19.11
597,px95dqer,bufvlp2i,17,2,11,8.4,1.0,0.75,-2.77,,,,,23.14
598,px95dqer,jwzifpcw,17,1,12,8.2,1.0,0.99,-0.01,,,,,19.11
599,px95dqer,bufvlp2i,17,2,12,8.1,1.0,0.99,-0.01,,,,,23.14
600,px95dqer,jwzifpcw,17,1,13,8.5,0.0,0.625,-0.94,,,,,19.11
601,px95dqer,bufvlp2i,17,2,13,9.0,0.0,0.99,-0.02,,,,,23.14
602,px95dqer,jwzifpcw,17,1,14,8.4,1.0,0.625,-0.47,,,,,19.11
603,px95dqer,bufvlp2i,17,2,14,8.3,1.0,0.99,-0.01,,,,,23.14
604,px95dqer,jwzifpcw,17,1,15,8.3,1.0,0.99,-0.01,,,,,19.11
605,px95dqer,bufvlp2i,17,2,15,8.2,1.0,0.99,-0.01,,,,,23.14
606,px95dqer,jwzifpcw,17,1,16,8.2,1.0,0.99,-0.01,,,,,19.11
607,px95dqer,bufvlp2i,17,2,16,8.3,1.0,0.99,-0.01,,,,,23.14
608,px95dqer,jwzifpcw,17,1,17,9.0,0.0,0.875,-0.27,,,,,19.11
609,px95dqer,bufvlp2i,17,2,17,9.1,0.0,0.99,-0.02,,,,,23.14
610,px95dqer,jwzifpcw,17,1,18,8.1,1.0,0.99,-0.01,,,,,19.11
611,px95dqer,bufvlp2i,17,2,18,8.2,1.0,0.99,-0.01,,,,,23.14
612,px95dqer,jwzifpcw,17,1,19,8.2,1.0,0.99,-0.01,,,,,19.11
613,px95dqer,bufvlp2i,17,2,19,8.3,1.0,0.99,-0.01,,,,,23.14
614,px95dqer,jwzifpcw,17,1,20,8.1,1.0,0.99,-0.01,,,,,19.11
615,px95dqer,bufvlp2i,17,2,20,8.0,1.0,0.99,-0.01,,,,,23.14
616,px95dqer,jwzifpcw,17,1,21,8.1,1.0,0.99,-0.01,,,,,19.11
617,px95dqer,bufvlp2i,17,2,21,8.0,1.0,0.99,-0.01,,,,,23.14
618,px95dqer,jwzifpcw,17,1,22,8.1,1.0,0.99,-0.01,,,,,19.11
619,px95dqer,bufvlp2i,17,2,22,8.2,1.0,0.99,-0.01,,,,,23.14
620,px95dqer,jwzifpcw,17,1,23,9.0,0.0,0.875,-0.27,,,,,19.11
621,px95dqer,bufvlp2i,17,2,23,8.5,0.0,0.625,-0.94,,,,,23.14
622,px95dqer,jwzifpcw,17,1,24,8.2,1.0,0.99,-0.01,,,,,19.11
623,px95dqer,bufvlp2i,17,2,24,8.1,1.0,0.99,-0.01,,,,,23.14
624,px95dqer,jwzifpcw,17,1,25,8.3,1.0,0.99,-0.01,,,,,19.11
625,px95dqer,bufvlp2i,17,2,25,8.2,1.0,0.99,-0.01,,,,,23.14
626,px95dqer,jwzifpcw,17,1,26,8.1,1.0,0.99,-0.01,,,,,19.11
627,px95dqer,bufvlp2i,17,2,26,8.2,1.0,0.99,-0.01,,,,,23.14
628,px95dqer,jwzifpcw,17,1,27,8.3,1.0,0.99,-0.01,,,,,19.11
629,px95dqer,bufvlp2i,17,2,27,8.2,1.0,0.99,-0.01,,,,,23.14
630,px95dqer,jwzifpcw,17,1,28,8.3,1.0,0.99,-0.01,,,,,19.11
631,px95dqer,bufvlp2i,17,2,28,8.4,1.0,0.75,-0.29,,,,,23.14
632,px95dqer,jwzifpcw,17,1,29,8.5,0.0,0.75,-2.77,,,,,19.11
633,px95dqer,bufvlp2i,17,2,29,8.4,1.0,0.625,-1.96,,,,,23.14
634,px95dqer,jwzifpcw,17,1,30,8.1,1.0,0.99,-0.01,"If the time was 8:50 or 9:00 i would expected my partner to go to the office. Sometimes when i got 8:40 my partner would go to the office if he had 8:50, but other than that it went fine",1.0,8.2,,19.11
635,px95dqer,bufvlp2i,17,2,30,8.0,1.0,0.99,-0.01,Always go to canteen I want to see my buddy,1.0,8.4,,23.14
636,px95dqer,b31iji7v,18,1,1,8.3,1.0,0.75,-0.29,,,,,13.139999999999993
637,px95dqer,vb2fenof,18,2,1,8.4,1.0,0.875,-0.13,,,,,10.510000000000002
638,px95dqer,b31iji7v,18,1,2,9.0,0.0,0.99,-0.02,,,,,13.139999999999993
639,px95dqer,vb2fenof,18,2,2,9.1,0.0,0.99,-0.02,,,,,10.510000000000002
640,px95dqer,b31iji7v,18,1,3,8.5,0.0,0.875,-4.16,,,,,13.139999999999993
641,px95dqer,vb2fenof,18,2,3,8.4,1.0,0.99,-9.21,,,,,10.510000000000002
642,px95dqer,b31iji7v,18,1,4,8.1,1.0,0.99,-0.01,,,,,13.139999999999993
643,px95dqer,vb2fenof,18,2,4,8.0,1.0,0.99,-0.01,,,,,10.510000000000002
644,px95dqer,b31iji7v,18,1,5,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
645,px95dqer,vb2fenof,18,2,5,8.3,1.0,0.875,-0.13,,,,,10.510000000000002
646,px95dqer,b31iji7v,18,1,6,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
647,px95dqer,vb2fenof,18,2,6,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
648,px95dqer,b31iji7v,18,1,7,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
649,px95dqer,vb2fenof,18,2,7,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
650,px95dqer,b31iji7v,18,1,8,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
651,px95dqer,vb2fenof,18,2,8,8.1,1.0,0.99,-0.01,,,,,10.510000000000002
652,px95dqer,b31iji7v,18,1,9,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
653,px95dqer,vb2fenof,18,2,9,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
654,px95dqer,b31iji7v,18,1,10,8.2,1.0,0.99,-0.01,,,,,13.139999999999993
655,px95dqer,vb2fenof,18,2,10,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
656,px95dqer,b31iji7v,18,1,11,9.0,0.0,0.99,-9.21,,,,,13.139999999999993
657,px95dqer,vb2fenof,18,2,11,8.5,1.0,0.75,-2.77,,,,,10.510000000000002
658,px95dqer,b31iji7v,18,1,12,8.5,0.0,0.75,-0.58,,,,,13.139999999999993
659,px95dqer,vb2fenof,18,2,12,9.0,0.0,0.75,-0.58,,,,,10.510000000000002
660,px95dqer,b31iji7v,18,1,13,8.1,1.0,0.99,-0.01,,,,,13.139999999999993
661,px95dqer,vb2fenof,18,2,13,8.2,1.0,0.99,-0.01,,,,,10.510000000000002
662,px95dqer,b31iji7v,18,1,14,8.5,1.0,0.75,-0.29,,,,,13.139999999999993
663,px95dqer,vb2fenof,18,2,14,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
664,px95dqer,b31iji7v,18,1,15,8.1,1.0,0.99,-0.01,,,,,13.139999999999993
665,px95dqer,vb2fenof,18,2,15,8.2,1.0,0.99,-0.01,,,,,10.510000000000002
666,px95dqer,b31iji7v,18,1,16,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
667,px95dqer,vb2fenof,18,2,16,8.4,1.0,0.875,-0.13,,,,,10.510000000000002
668,px95dqer,b31iji7v,18,1,17,8.4,1.0,0.99,-0.01,,,,,13.139999999999993
669,px95dqer,vb2fenof,18,2,17,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
670,px95dqer,b31iji7v,18,1,18,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
671,px95dqer,vb2fenof,18,2,18,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
672,px95dqer,b31iji7v,18,1,19,9.0,1.0,0.5,-1.39,,,,,13.139999999999993
673,px95dqer,vb2fenof,18,2,19,8.5,1.0,0.75,-2.77,,,,,10.510000000000002
674,px95dqer,b31iji7v,18,1,20,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
675,px95dqer,vb2fenof,18,2,20,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
676,px95dqer,b31iji7v,18,1,21,8.1,1.0,0.99,-0.01,,,,,13.139999999999993
677,px95dqer,vb2fenof,18,2,21,8.2,1.0,0.99,-0.01,,,,,10.510000000000002
678,px95dqer,b31iji7v,18,1,22,8.4,1.0,0.99,-0.01,,,,,13.139999999999993
679,px95dqer,vb2fenof,18,2,22,8.5,1.0,0.625,-0.47,,,,,10.510000000000002
680,px95dqer,b31iji7v,18,1,23,8.1,1.0,0.99,-0.01,,,,,13.139999999999993
681,px95dqer,vb2fenof,18,2,23,8.2,1.0,0.99,-0.01,,,,,10.510000000000002
682,px95dqer,b31iji7v,18,1,24,8.4,1.0,0.99,-0.01,,,,,13.139999999999993
683,px95dqer,vb2fenof,18,2,24,8.3,1.0,0.99,-0.01,,,,,10.510000000000002
684,px95dqer,b31iji7v,18,1,25,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
685,px95dqer,vb2fenof,18,2,25,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
686,px95dqer,b31iji7v,18,1,26,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
687,px95dqer,vb2fenof,18,2,26,8.2,1.0,0.99,-0.01,,,,,10.510000000000002
688,px95dqer,b31iji7v,18,1,27,8.4,1.0,0.99,-0.01,,,,,13.139999999999993
689,px95dqer,vb2fenof,18,2,27,8.5,1.0,0.625,-0.47,,,,,10.510000000000002
690,px95dqer,b31iji7v,18,1,28,8.3,1.0,0.99,-0.01,,,,,13.139999999999993
691,px95dqer,vb2fenof,18,2,28,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
692,px95dqer,b31iji7v,18,1,29,8.5,1.0,0.5,-0.69,,,,,13.139999999999993
693,px95dqer,vb2fenof,18,2,29,8.4,1.0,0.75,-0.29,,,,,10.510000000000002
694,px95dqer,b31iji7v,18,1,30,9.0,0.0,0.99,-0.02,He loves coffee,,9.0,,13.139999999999993
695,px95dqer,vb2fenof,18,2,30,8.5,0.0,0.625,-0.94,I just went to the canteen with much certainty unless I arrived at 8.40 or 8.50. Then I was mostly somewhat certain and only a few times did I go to the office before 9 am.,1.0,8.4,,10.510000000000002
696,px95dqer,g4t3i56c,19,1,1,9.0,0.0,0.99,-9.21,,,,,1.3200000000000003
697,px95dqer,7uvkoyyl,19,2,1,8.5,1.0,0.75,-2.77,,,,,12.009999999999994
698,px95dqer,g4t3i56c,19,1,2,8.4,1.0,0.875,-0.13,,,,,1.3200000000000003
699,px95dqer,7uvkoyyl,19,2,2,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
700,px95dqer,g4t3i56c,19,1,3,8.5,1.0,0.75,-2.77,,,,,1.3200000000000003
701,px95dqer,7uvkoyyl,19,2,3,9.0,0.0,0.75,-2.77,,,,,12.009999999999994
702,px95dqer,g4t3i56c,19,1,4,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
703,px95dqer,7uvkoyyl,19,2,4,8.1,1.0,0.99,-0.01,,,,,12.009999999999994
704,px95dqer,g4t3i56c,19,1,5,8.4,1.0,0.875,-0.13,,,,,1.3200000000000003
705,px95dqer,7uvkoyyl,19,2,5,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
706,px95dqer,g4t3i56c,19,1,6,9.0,0.0,0.875,-4.16,,,,,1.3200000000000003
707,px95dqer,7uvkoyyl,19,2,6,8.5,1.0,0.75,-2.77,,,,,12.009999999999994
708,px95dqer,g4t3i56c,19,1,7,8.1,1.0,0.99,-0.01,,,,,1.3200000000000003
709,px95dqer,7uvkoyyl,19,2,7,8.2,1.0,0.99,-0.01,,,,,12.009999999999994
710,px95dqer,g4t3i56c,19,1,8,9.0,0.0,0.875,-4.16,,,,,1.3200000000000003
711,px95dqer,7uvkoyyl,19,2,8,8.5,1.0,0.75,-2.77,,,,,12.009999999999994
712,px95dqer,g4t3i56c,19,1,9,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
713,px95dqer,7uvkoyyl,19,2,9,8.5,1.0,0.75,-0.29,,,,,12.009999999999994
714,px95dqer,g4t3i56c,19,1,10,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
715,px95dqer,7uvkoyyl,19,2,10,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
716,px95dqer,g4t3i56c,19,1,11,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
717,px95dqer,7uvkoyyl,19,2,11,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
718,px95dqer,g4t3i56c,19,1,12,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
719,px95dqer,7uvkoyyl,19,2,12,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
720,px95dqer,g4t3i56c,19,1,13,8.1,1.0,0.99,-0.01,,,,,1.3200000000000003
721,px95dqer,7uvkoyyl,19,2,13,8.0,1.0,0.99,-0.01,,,,,12.009999999999994
722,px95dqer,g4t3i56c,19,1,14,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
723,px95dqer,7uvkoyyl,19,2,14,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
724,px95dqer,g4t3i56c,19,1,15,8.5,1.0,0.75,-2.77,,,,,1.3200000000000003
725,px95dqer,7uvkoyyl,19,2,15,9.0,0.0,0.75,-2.77,,,,,12.009999999999994
726,px95dqer,g4t3i56c,19,1,16,8.3,1.0,0.99,-0.01,,,,,1.3200000000000003
727,px95dqer,7uvkoyyl,19,2,16,8.2,1.0,0.99,-0.01,,,,,12.009999999999994
728,px95dqer,g4t3i56c,19,1,17,8.3,1.0,0.99,-0.01,,,,,1.3200000000000003
729,px95dqer,7uvkoyyl,19,2,17,8.2,1.0,0.99,-0.01,,,,,12.009999999999994
730,px95dqer,g4t3i56c,19,1,18,8.3,1.0,0.99,-0.01,,,,,1.3200000000000003
731,px95dqer,7uvkoyyl,19,2,18,8.2,1.0,0.99,-0.01,,,,,12.009999999999994
732,px95dqer,g4t3i56c,19,1,19,8.3,1.0,0.99,-0.01,,,,,1.3200000000000003
733,px95dqer,7uvkoyyl,19,2,19,8.2,1.0,0.99,-0.01,,,,,12.009999999999994
734,px95dqer,g4t3i56c,19,1,20,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
735,px95dqer,7uvkoyyl,19,2,20,8.5,1.0,0.75,-0.29,,,,,12.009999999999994
736,px95dqer,g4t3i56c,19,1,21,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
737,px95dqer,7uvkoyyl,19,2,21,8.1,1.0,0.99,-0.01,,,,,12.009999999999994
738,px95dqer,g4t3i56c,19,1,22,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
739,px95dqer,7uvkoyyl,19,2,22,8.5,1.0,0.75,-0.29,,,,,12.009999999999994
740,px95dqer,g4t3i56c,19,1,23,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
741,px95dqer,7uvkoyyl,19,2,23,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
742,px95dqer,g4t3i56c,19,1,24,8.5,1.0,0.875,-4.16,,,,,1.3200000000000003
743,px95dqer,7uvkoyyl,19,2,24,9.0,0.0,0.75,-2.77,,,,,12.009999999999994
744,px95dqer,g4t3i56c,19,1,25,8.2,1.0,0.99,-0.01,,,,,1.3200000000000003
745,px95dqer,7uvkoyyl,19,2,25,8.3,1.0,0.99,-0.01,,,,,12.009999999999994
746,px95dqer,g4t3i56c,19,1,26,8.5,1.0,0.875,-0.13,,,,,1.3200000000000003
747,px95dqer,7uvkoyyl,19,2,26,8.4,1.0,0.99,-0.01,,,,,12.009999999999994
748,px95dqer,g4t3i56c,19,1,27,9.0,0.0,0.75,-0.58,,,,,1.3200000000000003
749,px95dqer,7uvkoyyl,19,2,27,9.1,0.0,0.99,-0.02,,,,,12.009999999999994
750,px95dqer,g4t3i56c,19,1,28,8.5,1.0,0.75,-0.29,,,,,1.3200000000000003
751,px95dqer,7uvkoyyl,19,2,28,8.4,1.0,0.99,-0.01,,,,,12.009999999999994
752,px95dqer,g4t3i56c,19,1,29,8.4,1.0,0.99,-0.01,,,,,1.3200000000000003
753,px95dqer,7uvkoyyl,19,2,29,8.5,1.0,0.75,-0.29,,,,,12.009999999999994
754,px95dqer,g4t3i56c,19,1,30,8.3,1.0,0.99,-0.01,Canteen at 8:40 or before for sure,1.0,8.4,,1.3200000000000003
755,px95dqer,7uvkoyyl,19,2,30,8.4,1.0,0.99,-0.01,"if <=8:40 : canteen, very certain  if >= 9:10 : office, very certain  if 8:50 : canteen, somewhat certain  if 9:00 : office, somewhat certain    Basically always go where I would go if playing alone, and hope that my partner does the same. If he does, these very certain never fails, and the somewhat certains fails 1/2 times.    The other could screw intentionally me by going to the office at 8:50 when I put Very certain on canteen, but there is no reason for him to do that, it's a loss of money that could have been avoided.",1.0,8.5,,12.009999999999994
756,px95dqer,5yxo9new,20,1,1,8.2,1.0,0.99,-0.01,,,,,21.26
757,px95dqer,mpu1zlwy,20,2,1,8.1,1.0,0.99,-0.01,,,,,21.630000000000003
758,px95dqer,5yxo9new,20,1,2,8.4,1.0,0.99,-0.01,,,,,21.26
759,px95dqer,mpu1zlwy,20,2,2,8.5,1.0,0.99,-0.01,,,,,21.630000000000003
760,px95dqer,5yxo9new,20,1,3,8.3,1.0,0.99,-0.01,,,,,21.26
761,px95dqer,mpu1zlwy,20,2,3,8.4,1.0,0.99,-0.01,,,,,21.630000000000003
762,px95dqer,5yxo9new,20,1,4,8.1,1.0,0.99,-0.01,,,,,21.26
763,px95dqer,mpu1zlwy,20,2,4,8.0,1.0,0.99,-0.01,,,,,21.630000000000003
764,px95dqer,5yxo9new,20,1,5,8.1,1.0,0.99,-0.01,,,,,21.26
765,px95dqer,mpu1zlwy,20,2,5,8.0,1.0,0.99,-0.01,,,,,21.630000000000003
766,px95dqer,5yxo9new,20,1,6,8.3,1.0,0.99,-0.01,,,,,21.26
767,px95dqer,mpu1zlwy,20,2,6,8.2,1.0,0.99,-0.01,,,,,21.630000000000003
768,px95dqer,5yxo9new,20,1,7,8.2,1.0,0.99,-0.01,,,,,21.26
769,px95dqer,mpu1zlwy,20,2,7,8.1,1.0,0.99,-0.01,,,,,21.630000000000003
770,px95dqer,5yxo9new,20,1,8,9.0,0.0,0.75,-2.77,,,,,21.26
771,px95dqer,mpu1zlwy,20,2,8,8.5,1.0,0.875,-4.16,,,,,21.630000000000003
772,px95dqer,5yxo9new,20,1,9,9.0,0.0,0.75,-0.58,,,,,21.26
773,px95dqer,mpu1zlwy,20,2,9,9.1,0.0,0.99,-0.02,,,,,21.630000000000003
774,px95dqer,5yxo9new,20,1,10,8.1,1.0,0.99,-0.01,,,,,21.26
775,px95dqer,mpu1zlwy,20,2,10,8.0,1.0,0.99,-0.01,,,,,21.630000000000003
776,px95dqer,5yxo9new,20,1,11,8.5,1.0,0.75,-0.29,,,,,21.26
777,px95dqer,mpu1zlwy,20,2,11,8.4,1.0,0.99,-0.01,,,,,21.630000000000003
778,px95dqer,5yxo9new,20,1,12,8.3,1.0,0.99,-0.01,,,,,21.26
779,px95dqer,mpu1zlwy,20,2,12,8.4,1.0,0.99,-0.01,,,,,21.630000000000003
780,px95dqer,5yxo9new,20,1,13,9.0,0.0,0.75,-0.58,,,,,21.26
781,px95dqer,mpu1zlwy,20,2,13,9.1,0.0,0.75,-0.58,,,,,21.630000000000003
782,px95dqer,5yxo9new,20,1,14,8.4,1.0,0.99,-0.01,,,,,21.26
783,px95dqer,mpu1zlwy,20,2,14,8.3,1.0,0.99,-0.01,,,,,21.630000000000003
784,px95dqer,5yxo9new,20,1,15,8.3,1.0,0.99,-0.01,,,,,21.26
785,px95dqer,mpu1zlwy,20,2,15,8.2,1.0,0.99,-0.01,,,,,21.630000000000003
786,px95dqer,5yxo9new,20,1,16,8.3,1.0,0.99,-0.01,,,,,21.26
787,px95dqer,mpu1zlwy,20,2,16,8.2,1.0,0.99,-0.01,,,,,21.630000000000003
788,px95dqer,5yxo9new,20,1,17,8.1,1.0,0.99,-0.01,,,,,21.26
789,px95dqer,mpu1zlwy,20,2,17,8.0,1.0,0.99,-0.01,,,,,21.630000000000003
790,px95dqer,5yxo9new,20,1,18,8.4,1.0,0.99,-0.01,,,,,21.26
791,px95dqer,mpu1zlwy,20,2,18,8.5,1.0,0.99,-0.01,,,,,21.630000000000003
792,px95dqer,5yxo9new,20,1,19,8.2,1.0,0.99,-0.01,,,,,21.26
793,px95dqer,mpu1zlwy,20,2,19,8.3,1.0,0.99,-0.01,,,,,21.630000000000003
